exp_id	project_name	config_name	category	date	duration	HWAT	RHOO	HOIL	USG	nom_usg	inclination	WC	H	DPDX_FRIC	TIN	PMID	nom_usw	INCL	USW	nom_temp	nom_press	RHOW	HGAS	RHOG	DPDX	USL	HLIQ	PIN	nom_uso	USO
7363	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:13:55.654923Z		5.509390648586223	810	1.8438443646184839	4.2912541301838205	4.25	60	74.92471869446092	7.353235013204706	-2.7249124391856867	19.735916699171064	7.970344026982784	0	60	0.0157585694019349	19.75	8	998	92.64676498679529	48.2743081770823	971.2524411646314	0.02103253729413055	7.353235013204706	8.068803382337094	0	0.00527396789219565
7364	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:13:56.643636Z		6.284834395485573	810	2.103905145084281	3.4986799738555234	3.5	60	74.91988951487508	8.388739540569853	-1.5523972074367975	19.575921579003335	7.970739194124937	0	60	0.01574789530816569	19.5	8	998	91.61126045943014	48.2768078463567	1051.8413869437898	0.021019645664371943	8.388739540569853	8.07519747209549	0	0.005271750356206254
7365	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:13:57.645439Z		6.909099614944395	810	2.3273894254038097	2.8594340909015257	2.75	60	74.80222825754501	9.236489040348248	22.11694599765019	19.52718307644129	7.9728703965246694	0	60	0.015661053751969765	19.5	8	998	90.76351095965175	48.29028898025645	1140.44648657937	0.02093661394423781	9.236489040348248	8.092599381476642	0	0.005275560192268043
7366	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:13:58.599894Z		8.082468182359014	810	2.692612861773854	2.1392554633605387	2.25	60	75.01074144365711	10.77508104413286	49.805471888184684	19.676069306731222	7.977312426120044	0	60	0.01582440997969735	19.75	8	998	89.22491895586714	48.318387482664946	1286.6553254218597	0.021096191925503834	10.77508104413286	8.117522835940122	0	0.005271781945806486
7367	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:13:59.853112Z		1.5692525597759694	810	0	8.571458667805903	8.5	60	100	1.5692525597759694	433.6902142487726	22.579203638136384	8.031568690925837	0	60	0.020992837081952397	22.5	8.25	998	98.43074744022402	48.66159091132048	973.6699152079273	0.020992837081952397	1.5692525597759694	8.134256328374146	0	0
7368	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:14:00.875093Z		2.1944297260757213	810	0	6.433086007415007	6.5	60	100	2.1944297260757213	283.46756657452045	21.391802426576614	8.00964124199748	0	60	0.021080631861527595	21.5	8	998	97.80557027392427	48.52288664037926	872.7171685122199	0.021080631861527595	2.1944297260757213	8.105045181304217	0	0
7369	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:14:01.860087Z		4.178692669988227	810	0	4.289290895565857	4.25	60	100	4.178692669988227	180.689012293725	20.397930498719216	7.988803787112237	0	60	0.021213204359027467	20.5	8	998	95.82130733001178	48.391077235757166	928.9257959027354	0.021213204359027467	4.178692669988227	8.089871271371843	0	0
7370	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:14:02.820038Z		5.3677889938529235	810	0	3.4991474384199877	3.5	60	100.00000000000001	5.3677889938529235	160.17078048968938	19.9433255854249	7.981970162957905	0	60	0.02098731722119444	20	8	998	94.63221100614707	48.34785046280653	1003.9915849367744	0.02098731722119444	5.3677889938529235	8.090157494544984	0	0
7371	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:14:03.811661Z		6.597044617158168	810	0	2.85989769051162	2.75	60	100	6.597044617158168	143.59582960796536	19.73238074988127	7.979605786114931	0	60	0.020854748989539186	19.75	8	998	93.40295538284184	48.33289436064861	1086.4739103900108	0.020854748989539186	6.597044617158168	8.09613273602724	0	0
7372	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:14:04.785671Z		8.518911114235397	810	0	2.1393171833024183	2.25	60	100.00000000000001	8.518911114235397	146.52250301521167	19.729546707868575	7.982540961652996	0	60	0.02067998245401287	19.75	8	998	91.4810888857646	48.351461107032186	1244.602909787207	0.02067998245401287	8.518911114235397	8.112702323883772	0	0
