Data for 1200 rpm 
Flow rate [kg/s] // Head [m] 
0.0 , 50.0
0.0025 , 50.0
0.0049 , 49.0
0.0074 , 46.0
0.0099 , 41.0
0.0123 , 38.0
0.0148 , 33.0
0.0173 , 26.0
0.0198 , 19.0
0.0222 , 10.0
Data for 2400 rpm 
Flow rate [kg/s] // Head [m] 
0.0 , 200.0
0.0049 , 198.0
0.0099 , 197.0
0.0148 , 186.0
0.0198 , 166.0
0.0247 , 150.0
0.0296 , 133.0
0.0346 , 103.0
0.0395 , 76.0
0.0444 , 41.0
