0.00000	8.17002
0.00002	8.22857
0.00004	8.26967
0.00006	8.57558
0.00008	9.12265
0.00010	9.60471
0.00012	10.03452
0.00014	10.18444
0.00016	10.54826
0.00018	10.50124
0.00020	10.34758
0.00022	10.69199
0.00024	10.86051
0.00026	10.79928
0.00028	11.09309
0.00030	10.35938
0.00032	10.16158
0.00034	10.03452
0.00036	9.80661
0.00038	9.57109
0.00040	9.53791
0.00042	9.24126
0.00044	9.13331
0.00046	8.74158
0.00048	8.54371
0.00050	8.43166
0.00052	8.24026
0.00054	8.46165
0.00056	8.58567
0.00058	8.57405
0.00060	8.50343
0.00062	8.93066
0.00064	9.04742
0.00066	8.92021
0.00068	8.66709
0.00070	8.19923
0.00072	7.88348
0.00074	8.15831
0.00076	8.50343
0.00078	8.56393
0.00080	8.20900
0.00082	8.01154
0.00084	7.92136
0.00086	7.71020
0.00088	7.53701
0.00090	7.45267
0.00092	7.46442
0.00094	7.44363
0.00096	7.34221
0.00098	7.62459
0.00100	7.81525
0.00102	7.77779
0.00104	7.77539
0.00106	7.59446
0.00108	7.51240
0.00110	7.67067
0.00112	7.42561
0.00114	7.47982
0.00116	7.36899
0.00118	7.38969
0.00120	7.83404
0.00122	8.93066
0.00124	9.95433
0.00126	10.57226
0.00128	10.92073
0.00130	11.46588
0.00132	11.12902
0.00134	10.30103
0.00136	10.09197
0.00138	9.60471
0.00140	9.21974
0.00142	8.93066
0.00144	8.75186
0.00146	8.71967
0.00148	8.83577
0.00150	9.26284
0.00152	9.38340
0.00154	9.05901
0.00156	8.88774
0.00158	9.01574
0.00160	8.95057
0.00162	8.53361
0.00164	8.50343
0.00166	8.40007
0.00168	8.26967
0.00170	8.15831
0.00172	8.19923
0.00174	8.32076
0.00176	8.40007
0.00178	8.77246
0.00180	8.90977
0.00182	8.79310
0.00184	8.73132
0.00186	8.89819
0.00188	8.77246
0.00190	8.95275
0.00192	8.96210
0.00194	8.93066
0.00196	9.01476
0.00198	8.86691
0.00200	9.00521
0.00202	9.49340
0.00204	9.71648
0.00206	10.13831
0.00208	9.80661
0.00210	9.28511
0.00212	9.04742
0.00214	8.94112
0.00216	9.73890
0.00218	10.19611
0.00220	9.98856
0.00222	10.69199
0.00224	10.93308
0.00226	11.30198
0.00228	11.05564
0.00230	10.16119
0.00232	9.60438
0.00234	9.18757
0.00236	8.98420
0.00238	9.15464
0.00240	8.93066
0.00242	9.01476
0.00244	9.11201
0.00246	9.16620
0.00248	9.23050
0.00250	9.35077
0.00252	9.24126
0.00254	9.37249
0.00256	9.36164
0.00258	9.24126
0.00260	9.18757
0.00262	9.01574
0.00264	9.03687
0.00266	9.52689
0.00268	9.41613
0.00270	9.11201
0.00272	9.32907
0.00274	9.58218
0.00276	9.78403
0.00278	10.16158
0.00280	10.10353
0.00282	10.24241
0.00284	10.23115
0.00286	9.70527
0.00288	9.69387
0.00290	9.57109
0.00292	9.42761
0.00294	9.85188
0.00296	9.63803
0.00298	9.40522
0.00300	9.12265
0.00302	8.81507
0.00304	8.70942
0.00306	8.59583
0.00308	8.58567
0.00310	8.69917
0.00312	8.75186
0.00314	9.41613
0.00316	9.63803
0.00318	9.68293
0.00320	9.76141
0.00322	9.80661
0.00324	9.96579
0.00326	9.39429
0.00328	9.25278
0.00330	9.49340
0.00332	9.28511
0.00334	8.99366
0.00336	8.61614
0.00338	8.49339
0.00340	8.38015
0.00342	8.35040
0.00344	8.45165
0.00346	8.44166
0.00348	8.42171
0.00350	8.40007
0.00352	8.43166
0.00354	9.59362
0.00356	9.82920
0.00358	9.78403
0.00360	9.69387
0.00362	9.27431
0.00364	8.98420
0.00366	8.99366
0.00368	8.66850
0.00370	8.75053
0.00372	9.03687
0.00374	9.41669
0.00376	9.95433
0.00378	10.06886
0.00380	10.23115
0.00382	10.11509
0.00384	9.68293
0.00386	9.58218
0.00388	9.28511
0.00390	8.58567
0.00392	8.46165
0.00394	8.58567
0.00396	8.47169
0.00398	8.27950
0.00400	8.14092
0.00402	7.98069
0.00404	7.48248
0.00406	7.10157
0.00408	6.92337
0.00410	6.89791
0.00412	6.93187
0.00414	6.97776
0.00416	7.25654
0.00418	7.50061
0.00420	7.71020
0.00422	7.74738
0.00424	7.64298
0.00426	7.30376
0.00428	7.05826
0.00430	6.74849
0.00432	6.59782
0.00434	6.41275
0.00436	6.35334
0.00438	6.23560
0.00440	6.07327
0.00442	5.87602
0.00444	5.65079
0.00446	5.81668
0.00448	6.52098
0.00450	7.62459
0.00452	8.66709
0.00454	9.03687
0.00456	9.25278
0.00458	9.68267
0.00460	9.62692
0.00462	9.33926
0.00464	8.70942
0.00466	8.56546
0.00468	8.47169
0.00470	8.26967
0.00472	8.36030
0.00474	8.62630
0.00476	8.90977
0.00478	8.81380
0.00480	8.94112
0.00482	9.59362
0.00484	10.20778
0.00486	10.44164
0.00488	10.23115
0.00490	9.82920
0.00492	9.50487
0.00494	9.49340
0.00496	8.85653
0.00498	8.33873
0.00500	7.58530
0.00502	7.03241
0.00504	7.22124
0.00506	7.49155
0.00508	7.91188
0.00510	8.04029
0.00512	7.86460
0.00514	7.90239
0.00516	7.88348
0.00518	7.72877
0.00520	7.81525
0.00522	7.70094
0.00524	7.61282
0.00526	7.64298
0.00528	7.53966
0.00530	7.43462
0.00532	7.62459
0.00534	7.86232
0.00536	7.97115
0.00538	8.08087
0.00540	8.14858
